,title,text,tokens
27,인쇄하기,"28 3. 인쇄 인쇄하기 Windows에서 문서와 같은 기본적인 인쇄 절차를 수행할 수 있습니다. 사 용하는 응용 프로그램에 따라 인쇄 방법이 조금씩 다를 수 있습니다. 1 용지함에 인쇄하고자 하는 용지를 넣으세요. (""용지 넣기"" 22쪽 참조) 2   응용 프로그램에서 인쇄하려는 문서를 여세요. 3   파일에서 인쇄를 선택하세요. 4   프린터 선택 목록에서 사용 중인 제품을 선택하세요. 5   기본 설정 대화 상자를 엽니다.   소프트웨어 응용 프로그램에 따라 이 버튼의 이름은 등록 정보, 옵션,  프린터 설정, 프린터 등록 정보, 프린터 또는 기본 설정이 됩니다.   6   적합한 옵션을 선택하세요. 그 밖의 인쇄 설정을 변경하려면 다른 탭을 클릭하여 설정하세요.   용지 크기를 변경하려면 입력 용지함에 올바른 용지를 넣고 조작부에 서 용지 크기를 설정했는지 확인합니다.   7   확인을 클릭하여 기본 설정 대화 상자를 닫으세요. 8   인쇄 또는 확인을 클릭하여 인쇄를 시작합니다. ",411
28,인쇄 환경 설정,"29 3. 인쇄 인쇄 환경 설정 일반 문서를 인쇄할 수 있는 일반 프린터 드라이버를 제공합니다. 제공하 는 다양한 기능을 사용하려면 인쇄 창에서 기본 설정 또는 프린터 속성을  클릭하여 인쇄 설정을 변경하세요.""인쇄하기"" 28쪽 참조) 1  프린터 드라이버 프린터 드라이버에서는 레이아웃, 용지/품질, 고급 옵션 탭이 있습니다. 레이아웃 탭 인쇄 방향, 페이지 순서, 한 면에 인쇄할 페이지 수, 레이아웃에 관한 기 본적인 설정을 할 수 있습니다. • 방향: 인쇄 용지 방향을 설정할 수 있습니다. • 페이지 순서: 인쇄 페이지 순서를 설정할 수 있습니다.  • 페이지 형식 - 한 면에 인쇄할 페이지 수: 용지 한 면에 인쇄할 페이지 수를 선 택합니다. 2 페이지 이상의 문서를 인쇄할 경우 테두리 그리기를  선택하여 페이지에 테두리를 추가할 수 있습니다. 용지/품질 탭 용지 공급함, 용지 크기, 용지 종류 등 용지에 관한 전반적인 설정과 인 쇄 품질을 설정할 수 있습니다. • 용지함 선택 - 용지 공급: 용지를 공급할 용지함을 선택할 수 있습니다. - 용지 크기: 용지의 크기를 설정할 수 있습니다.  - 미디어: 사용할 인쇄 용지 종류를 선택할 수 있습니다.   옵션을 선택하면, 경고 아이콘이 나타날 수 있습니다. 경고 아이콘은  제품의 설정 또는 환경 때문에 선택할 수 없는 옵션이라는 뜻입니다.   • 품질 설정: 인쇄 품질을 설정할 수 있습니다. 인쇄 품질이 높을수록  인쇄 속도는 느려집니다.  ",633
29,인쇄 환경 설정,"['인쇄 환경 설정 30 3. 인쇄 고급 옵션 버튼 그래픽과 관련된 이미지 색 관리를 비롯하여 프린터 기능과 관련된 레이 아웃, 해상도, 출력 품질 등 다양한 설정을 할 수 있습니다.   • 프린터 드라이버의 레이아웃 또는 용지/품질 탭 > 고급 버튼을 클 릭하여 고급 옵션 대화 상자를 여세요.  • 레이아웃 탭의 미리보기에서는 한 면에 인쇄할 페이지 레이아웃 드 롭다운 목록에서 선택한 사항이 반영되지 않습니다.   • 한 면에 인쇄할 페이지 레이아웃: 한 면에 2 페이지 이상의 문서를 인 쇄할 경우 페이지 순서를 지정합니다. • 그레이스케일로 인쇄: 검은색 잉크만을 사용하여 흑백 문서를 인쇄하 도록 합니다. 검정 잉크만을 선택한 후, 확인 버튼을 클릭하세요. • 해상도: 해상도를 변경하여 인쇄하도록 설정할 수 있습니다. • 출력 품질: 출력 품질을 변경하여 인쇄하도록 설정할 수 있습니다. 사진을 인쇄할 경우는 최상을 선택하고 인쇄하세요. • 이미지 향상: 이미지와 그래픽을 부드럽고 선명하게 만들어 인쇄 품 질을 향상 시킵니다. • 경계선 없는 인쇄: 여백 없이 사진이 인쇄됩니다. 모든 종류의 용지 에서 이 기능을 지원하지는 않습니다. 용지 크기 드롭다운 목록에서  선택된 용지 종류가 지원되지 않으면 해당 옵션 옆에 경고 아이콘이  표시됩니다. ']",562
30,4. Samsung Photo and Imaging Gallery 프로그램 이해하기,4.  Samsung Photo and Imaging  Gallery 프로그램 이해하기 Samsung Photo and Imaging Gallery는 Samsung SL-J292xW에 연결되어 있는 이미지 파일 관리 및 편집 프로그램 입니다. Samsung Photo and Imaging Gallery로 스캔한 이미지 파일을 편집하여 포토북을 만들거나 전자 메일로  사진을 공유하거나 다양한 레이아웃으로 사진을 인쇄하는 등 다양한 기능을 사용할 수 있습니다. • Samsung Photo and Imaging Gallery 프로그램 32 • Samsung Photo and Imaging Gallery 실행하기 33 • Samsung Photo and Imaging Gallery 사용하기 35 ,184
31,Samsung Photo and Imaging Gallery 프로그램,"32 4.  Samsung Photo and Imaging Gallery 프로그램 이해하기 Samsung Photo and Imaging Gallery 프로그램 Samsung Photo and Imaging Gallery는 이미지 파일 관리 및 편집 프로그램 입니다. Samsung Photo and Imaging Gallery로 스캔한 이미지 파일을 편집하여  포토북을 만들거나 전자 메일로 사진을 공유하거나 다양한 레이아웃으로 사진을 인쇄하는 등 다양한 기능을 사용할 수 있습니다. 드라이버 설치 시 “Samsung Photo and Imaging Gallery”를 선택하면 해당 프로그램이 함께 설치됩니다. 함께 설치하지 않았을 때는 설치용 CD를 다시  넣고 “Samsung Photo and Imaging Gallery”를 선택하여 프로그램을 설치하세요.   “Samsung Photo and Imaging Gallery”는 인터넷이 연결되어야만 설치가 가능합니다. 네트워크 상태를 확인해서 인터넷에 문제가 없는지 확인 해 주 십시오. PC 방화벽, 보안프로그램 등으로 인해 설치프로그램 사이트에 접근이 차단되어 설치에 방해를 받을 수가 있습니다.   ",331
32,Samsung Photo and Imaging Gallery 실행하기,33 4.  Samsung Photo and Imaging Gallery 프로그램 이해하기 Samsung Photo and Imaging Gallery 실행하기 1 Samsung Photo and Imaging Gallery 프로그램을 실행하세요.  •바탕 화면에서 ‘Samsung Photo and Imaging Gallery Installer  1.0’ 아이콘을 더블클릭하세요. •  (시작) 메뉴에서 모든 프로그램 > Samsung Inkjet Printers  > Samsung Photo and Imaging Gallery > Samsung Photo and Imaging  Gallery를 차례로 선택해서 실행할 수도 있습니다. 2   Samsung Photo and Imaging Gallery 다운로드 및 설치하기를 선택한  후 다음을 클릭하세요. 3   “위 사항에 동의합니다”를 선택 후 설치를 누릅니다. 4   설치가 완료되면 실행을 선택 후 마침을 클릭하세요. ,221
33,Samsung Photo and Imaging Gallery 실행하기,['Samsung Photo and Imaging Gallery 실행하기 34 4.  Samsung Photo and Imaging Gallery 프로그램 이해하기 5   설치 약정 및 설정을 검토하고 수락하신 후 계속을 클릭하세요. 6   설치를 완료하면 다음과 같은 화면이 나타납니다. '],94
34,Samsung Photo and Imaging Gallery 사용하기,"35 4.  Samsung Photo and Imaging Gallery 프로그램 이해하기 Samsung Photo and Imaging Gallery 사용하기 1  메인 화면 메뉴 설명 번호 명칭 기능 1 홈 메인 화면으로 이동합니다.        2 프로젝트별 다양한 효과로 이미지를 편집하여 사진첩, 축하 카드, 달력 등을 만들 수 있습니다.  • 프린트/ 콜라주 프린트/ 카드/ 달력/ 사진첩/  비즈니스/ 기프트&기타 3 내 계정 계정을 생성하거나 로그인 할 수 있습니다. 4 내 프로젝트 관 리 현재 프로젝트, 저장된 프로젝트를 수정하거나  최근에 본 내용을 확인할 수 있습니다. • 현재 프로젝트/ 저장된 프로젝트/ 최근에 본  내용 5 옵션 • 쇼핑카트: 구매하고자 하는 상품을 확인할 수  있습니다. • 온라인 기능옵션: 아트워크 다운로드및 업데 이트를 위한 인터넷 연결을 설정할 수 있으며 , 새로운 정보에 대한 알림을 설정할 수 있습 니다. • 지역, 언어, 측정단위: 지역과 언어, 측정단 위를 설정할 수 있습니다. • 온라인 도움말: 온라인 도움말을 활용하여 Samsung Photo and Imaging Gallery 사용법을  배울 수 있습니다. 6 인쇄 프로젝트 간단히 집에서 만들어 인쇄할 수 있는 프로젝트 로 구성되어 있습니다.  • 연말연시 카드/ 달력/ 간편인쇄/ 사진 큐브/  뉴스레터/ 사집첩 페이지 번호 명칭 기능 ",556
35,5. 모바일 장치에서 사용,5.  모바일 장치에서 사용 이 장에서는 스마트폰이나 태블릿 등의 모바일 장치를 프린터와 연결하여 장치에서 문서 및 사진을 바로 인 쇄할 수 있습니다. • Samsung Mobile Print 37   이 기능을 사용하려면 이더넷 케이블 또는 무선 연결을 통해 프린터를 네트워크에 연 결하세요. USB 케이블을 사용하여 프린터를 연결한 경우 이러한 이 기능을 사용할 수  없습니다.   ,176
36,Samsung Mobile Print,"37 5. 모바일 장치에서 사용 Samsung Mobile Print 1  Samsung Mobile Print란? Samsung Mobile Print는 스마트폰이나 태블릿에서 사진, 문서 또는 웹 페 이지를 직접 출력하도록 하는 무료 앱입니다.  Samsung Mobile Print는 안드로이드 및 iOS 기반의 스마트폰뿐만 아니라 갤 럭시 탭이나 아이패드 같은 태블릿 PC 또는 아이팟 터치까지 다양한 모바 일 기기와 호환되는 앱입니다. 와이파이(Wi-Fi)를 통해 모바일 기기를 삼 성 프린터 또는 무선 프린터와 연결하여 인쇄할 수 있습니다. 새로운 드 라이버를 설치하거나 네트워크 설정을 따로 할 필요가 없어 간편하고,  Samsung Mobile Print를 설치하고 나면 호환되는 삼성 프린터를 자동으로  검색하기 때문에 간편하게 인쇄를 시작할 수 있습니다. 2  Samsung Mobile Print 다운로드하기 • 안드로이드: 플레이 스토어에서 Samsung Mobile Print을 검색하여 앱을  다운로드합니다. • iOS: 앱 스토어에서 Samsung Mobile Print을 검색하여 앱을 다운로드합 니다.   컴퓨터에서는 애플 제품이라면 아이튠즈를 방문해도 됩니다.   3  지원되는 Mobile OS  • 안드로이드 OS 4.0 또는 이상  • iOS 8.0 또는 이상 4  지원되는 제품 • 안드로이드 OS 4.0 또는 이상: 갤럭시 시리즈, 안드로이드 모바일 제품 • iOS 8.0 또는 이상: 아이팟 터치, 아이폰, 아이패드 ",561
37,6. 카트리지 및 유지보수,6.  카트리지 및 유지보수 이 장에서는 프린터에서 최상의 인쇄 품질을 얻기 위한 몇 가지 간단한 유지 보수 절차를 수행하는 정보를  보여줍니다. • 잉크 카트리지 및 프린트 헤드에 대한 정보 39 • 예상 잉크량 확인 40 • 잉크 카트리지 주문 41 • 잉크 카트리지 교체 42 • 청소하기 44 ,162
38,잉크 카트리지 및 프린트 헤드에 대한 정보,"39 6. 카트리지 및 유지보수 잉크 카트리지 및 프린트 헤드에 대한 정보  아래 정보는 삼성 잉크 카트리지를 유지 관리하고 일관된 인쇄 품질을 유 지하는 데 도움이 됩니다.  • 정품 삼성 잉크 카트리지를 사용하세요. • 모든 카트리지는 사용하기 전까지 원래의 포장 상태로 보관하세요.  • 프린터를 올바른 방법으로 꺼주세요. (""전원 끄기"" 15쪽 참조) • 카트리지를 실내 온도 15 ~ 35 °C에 보관하세요.  • 불필요하게 프린트 헤드를 청소하지 마세요.  잉크가 낭비되어 카트리지 수명이 단축됩니다.  • 카트리지를 다룰 때에는 주의하세요.  설치 중에 카트리지를 떨어뜨리거나, 흔들거나, 거칠게 다룰 경우 일 시적인 인쇄 문제가 발생할 수 있습니다.  • 프린터를 옮길 때에는 프린터에서 잉크가 새거나 프린터에 다른 손상 이 나타나지 않도록 다음과 같이 하세요.  - (전원 버튼)을 눌러 프린터 전원을 껐는지 확인하세요. 내부에 서 움직이는 소리가 완전히 멈출 때까지 기다린 후에 프린터의 플 러그를 뽑으세요.  - 카트리지는 설치된 상태로 두세요.  - 프린터는 수평으로 놓고 운송하세요. 옆으로 놓거나, 뒤로, 앞으 로, 뒤집어 놓지 마세요.  • 검은색 잉크 카트리지만 사용하여 인쇄할 때도 컬러 잉크가 일부 사 용 됩니다.  잉크는 잉크젯 인쇄 과정 중에 다양한 방식으로 사용됩니다. 카트리지의  잉크는 주로 문서, 사진 및 기타 자료를 인쇄 용으로 사용됩니다. 그러나  일부 잉크는 프린트 헤드의 상태를 유지 관리 용으로 사용되고, 일부 잉 크는 찌꺼기로 남게 되며, 나머지는 증발합니다.    인쇄 품질상의 문제나 추가적인 잉크 사용, 잉크 시스템의 손상을 피 하기 위해 가능한 빨리 소모된 카트리지를 교체할 것을 권장합니다.  카트리지가 없을 경우 절대 프린터를 끄지 마세요.      • 이 프린터는 무한 잉크를 사용할 수 없습니다. 인쇄를 다시 시작하 려면, 무한 잉크를 제거하고 원래의 삼성 정품(또는 호환 가능한)  카트리지를 설치하세요.  • 이 프린터는 잉크 카트리지가 완전히 고갈될 때까지 사용하도록 고 안되었습니다. 잉크가 고갈되기 전에 카트리지를 충전하면 프린터 가 작동하지 않을 수 있습니다. 이런 일이 발생하는 경우, 새 카트 리지(삼성 또는 호환 가능한 제품)를 삽입하여 인쇄를 계속합니다.    1  보관  잉크 카트리지는 오랫동안 프린터에 남겨 둘 수 있습니다. 그러나 잉크  카트리지를 최적의 상태로 유지하려면 프린터를 사용하지 않을 때는 프린 터를 올바른 방식으로 꺼두세요. (""전원 끄기"" 15쪽 참조) ",1158
39,예상 잉크량 확인,"40 6. 카트리지 및 유지보수 예상 잉크량 확인  잉크량을 확인하여 잉크 카트리지의 교체 시기를 쉽게 알 수 있습니다. 남은 잉크량은 잉크 카트리지에 남아 있는 대략적인 잉크량을 표시합니다. 1 삼성 프린터 소프트웨어를 여세요.  ( (시작) 메뉴에서 모든 프로그램 > Samsung Inkjet Printers > 해당 프린터 드라이버 이름 > 해당 프린터 드라이버 이름 선택) 2   예상 수준 탭을 클릭하세요. (""잉크 카트리지 교체"" 42쪽 참조)   • 잉크 부족 경고 및 표시등은 잉크 교체가 필요함을 사전에 알리기 위한 목적으로만 표시됩니다.  • 잉크 부족 경고 메시지를 받으면 인쇄 지연 가능성이 없도록 카트리지 교체를 고려해 보세요. 잉크 카트리지를 교체하라는 상태 표시등이 표시되 어도 잉크 카트리지를 계속 사용할 수 있지만, 인쇄 품질이 저하될 수 있습니다. • 리필 또는 재가공 잉크 카트리지나 다른 프린터에서 사용했던 잉크 카트리지를 설치한 경우, 잉크 잔량 표시가 부정확하거나 사용이 되지 않을 수  있습니다.  • 카트리지의 잉크는 인쇄 이외에도 인쇄 작업 준비를 위한 초기화 프로세스, 프린트 헤드 청소 작업 등 다양한 기기 동작에서 사용됩니다. 또한,  사용 후에는 카트리지에 일부 잉크가 남아있기도 합니다.   ",565
40,잉크 카트리지 주문,"41 6. 카트리지 및 유지보수 잉크 카트리지 주문  삼성 정품 잉크 카트리지 사용을 권장합니다. 삼성 정품 잉크 카트리지는  매번 간편하게 좋은 결과를 낼 수 있도록 제작되었습니다.   프린터와 함께 제공되는 설치용 잉크 카트리지는 별도로 구입할 수  없습니다.   2  사용 가능한 잉크 카트리지 3  소모품 구입 방법 • 인터넷(www.samsung.com/printer)에 접속해 주문하세요. • 가까운 삼성전자 대리점이나 서비스 센터 또는 삼성 소모품 전문점에 서 구입하세요. • 소모품 품질 문제 발생 시 가까운 삼성전자 서비스 센터를 방문하여  문의하세요. 4  삼성전자 정품 사용 • 소모품은 반드시 삼성전자 정품을 사용하세요. 유사품 사용으로 발생 한 제품의 손상에 대해서는 품질보증 및 서비스를 받을 수 없습니다. • 최고의 인쇄 품질을 얻으려면 삼성 소모품만 사용하는 것이 좋습니다. • 잉크 카트리지를 개조하거나 잉크를 다시 채워 발생한 손해에 대해서 는 품질보증 및 서비스를 받을 수 없습니다. • 다 쓴 잉크 카트리지에 잉크를 다시 채워 사용하면 압력으로 인해 잉 크 카트리지의 전자 및 기계 부품이 정상적인 수명대로 작동되지 않 을 수 있고, 부품에 문제가 생길 수 있습니다. 5  카트리지 품질보증 정보  삼성 카트리지 보증은 제품을 지정된 삼성 인쇄 장치에서 사용한 경우에 만 적용됩니다. 이 보증은 리필되었거나 재생되었거나 재정비 또는 잘못  사용되었거나 조작된 삼성 잉크 제품에는 적용되지 않습니다.  보증 기간 동안에 삼성 잉크가 남아 있고, 보증 만료일이 지나지 않은 경 우에만 제품 보증이 유효합니다.  YYYY/MM 형식의 보증 만료일은 제품에서 찾을 수 있습니다.  종류 모델 번호 평균 용량a a. ISO/IEC 24711 표준 문서 기준 평균 인쇄 용량. 인쇄 장수는 인쇄 환경, 인쇄 빈도,  그래픽, 용지 종류, 용지 크기에 따라 차이가 날 수 있습니다. 검은색 잉크 카트리지 INK-K410 (검은색) 약 1,000 장 컬러 잉크 카트리지 INK-C410 (청록색) INK-M410 (심홍색) INK-Y410 (노란색) 약 825 장 최초 구입시, 제품과 함께  제공되는 잉크 카트리지b b. 최초 구입 시, 제품과 함께 제공되는 잉크 카트리지의 평균 용량은 참조를 위한 정보 로 용량을 보장하지 않습니다. 검은색 잉크 카트리지 약 400 장 컬러 잉크 카트리지 약 330 장 ",1076
41,잉크 카트리지 교체,"42 6. 카트리지 및 유지보수 잉크 카트리지 교체  검은색이 흐리게 인쇄되거나 정확한 컬러가 인쇄되지 않을 때는 사용 중 인 잉크 카트리지의 양을 확인한 후, 새 잉크 카트리지로 교체하세요.  (""잉크 카트리지 주문"" 41쪽 참조) 프린트 길잡이에 표시되는 남은 잉크량과 잉크 카트리지 자체의 남은 잉 크량은 다를 수 있습니다.   인쇄 품질상의 문제나 추가적인 잉크 사용, 잉크 시스템의 손상을 피 하기 위해 가능한 빨리 소모된 카트리지를 교체할 것을 권장합니다.  카트리지가 없을 경우 절대 프린터를 끄지 마세요.    1 프린터의 전원이 켜져 있는지 확인합니다.  2   잉크 카트리지 교체 덮개를 여세요.    진행하기 전에 잉크 캐리지가 중앙으로 와서 멈출 때까지 기다리세요.    3   잉크 카트리지 앞쪽을 눌러 잉크 카트리지를 분리한 다음 잉크 캐 리지에서 꺼내세요.    잉크 카트리지의 앞쪽을 누른 후 천천히 손가락을 떼세요. 그렇지 않 으면 잉크 카트리지가 잉크 캐리지 밖으로 세게 튀어 나와 잉크가 묻 거나 고장의 원인이 될 수 있습니다.    4   새 카트리지의 포장을 제거하세요.  ",538
42,잉크 카트리지 교체,"['잉크 카트리지 교체 43 6. 카트리지 및 유지보수 5   잉크 캐리지 빈 슬롯에 확실하게 고정될 때까지 잉크 카트리지를  밀어 넣으세요.  잉크 카트리지의 컬러 문자가 잉크 캐리지 슬롯의 문자와 일치하 는지 확인합니다.  6   잉크 카트리지 교체 덮개를 닫으세요.   새 잉크 카트리지 설치, 잉크 카트리지 교체 또는 프린터 사용 중에  최상의 인쇄 품질을 확보하기 위해 자동으로 초기화 동작을 진행합니 다. 이는 제품의 유지보수를 위한 필수 동작으로 완료 시 까지 최대  10 ~ 11분이 소요될 수 있습니다. 이것은 고장이 아니므로 안심하고  기다려 주시기 바랍니다.   ']",317
43,청소하기,"44 6. 카트리지 및 유지보수 청소하기    프린터를 청소하기 전에  (전원 버튼)을 눌러 프린터 전원을 끄고  전기 소켓에서 전원 코드를 뽑으세요.    6  외관 청소  잉크젯 제품의 특성상 사용시 주위가 오염될수 있습니다. 부드럽고 보풀 이 없는 젖은 천으로 케이스에 묻은 먼지, 얼룩 및 때를 닦으세요. 조작 부뿐 아니라, 프린터 내부에 액체가 들어가지 않게 하세요. 7  카트리지 청소하기   • 청소할 때 손이나 옷에 잉크가 묻지 않도록 주의하세요. • 잉크 카트리지를 꺼내서 청소한 뒤 30분 이상 방치해 두지 말고 바 로 장착하세요. • 컬러 잉크 카트리지를 닦을 때는 한 방향으로만 닦으세요. • 잉크 노즐면이나 접촉면에 지문 등이 묻지 않게 조심하세요.   1 잉크 카트리지 교체 덮개를 여세요.    진행하기 전에 잉크 캐리지가 중앙으로 와서 멈출 때까지 기다리세요.    2   잉크 카트리지 앞쪽을 눌러 잉크 카트리지를 분리한 다음 잉크 캐 리지에서 꺼내세요.  ",458
44,청소하기,['청소하기 45 6. 카트리지 및 유지보수 3   물을 약간 적신 깨끗한 천이나 면봉으로 접촉면을 한 방향으로 닦 으세요. 4   잉크 캐리지 빈 슬롯에 확실하게 고정될 때까지 잉크 카트리지를  밀어 넣으세요.  잉크 카트리지의 컬러 문자가 잉크 캐리지 슬롯의 문자와 일치하 는지 확인합니다.  5   잉크 카트리지 교체 덮개를 닫으세요. 8  프린트 헤드와 카트리지 유지 보수 인쇄가 제대로 안되는 경우 프린트 헤드에 문제가 있을 수 있습니다.  정렬 및 청소 절차를 불필요하게 실시하면 잉크가 낭비되고 카트리지 수 명이 줄어들 수 있습니다.    • 프린트 헤드를 청소하면 잉크가 소모되므로 필요한 경우에만 청소 하세요. 청소하는데 몇 분 정도의 시간이 소요됩니다. 이 과정에서  약간의 소음이 발생할 수 있습니다.  • 항상  (전원 버튼)을 눌러 프린터의 전원을 끄세요. 프린터를 제 대로 끄지 않으면 인쇄 품질 문제가 발생할 수 있습니다.    • 인쇄된 출력물에 줄무늬가 표시되거나 컬러가 잘못되거나 누락된 경 우에는 프린트 헤드를 청소하세요. 청소를 완료한 후에도 인쇄 품질이 나쁜 경우에는 프린트 헤드를 정 렬해 보세요. 청소와 정렬 후에도 인쇄 품질 문제가 계속되면 삼성 고 객 지원 센터로 연락하세요. • 프린터 상태 페이지의 색 블록에 줄무늬나 흰색 선이 표시되거나 출 력물에 인쇄 품질 문제가 있을 경우에 프린트 헤드를 정렬하세요.  최초 설치 시 프린터에서 프린트 헤드를 자동으로 정렬합니다.  '],704
45,청소하기,"['청소하기 46 6. 카트리지 및 유지보수 9  프린트 헤드 청소 EWS(내장 웹 서버)에서 청소하기 1 프린트 헤드 청소 또는 정렬을 위해 사용하지 않은 일반용지 입력  용지함에 넣으세요. 2   EWS(내장 웹 서버)를 여세요.(""프린터 관리 도구"" 57쪽 참조) 3   도구 탭을 클릭한 후 유틸리티 섹션의 인쇄 품질 도구 상자를 클릭 하세요.  4   프린트 헤드 청소를 선택한 후 화면 설명을 따르세요.  도구상자에서 청소하기 1 프린트 헤드 청소 또는 정렬을 위해 사용하지 않은 일반용지 입력  용지함에 넣으세요. 2   프린터 길잡이를 여세요.(""프린터 관리 도구"" 57쪽 참조) 3   인쇄에 프린터 유지 관리를 여세요. 4   장치 서비스 탭에서 프린트 헤드 청소의 왼쪽 아이콘을 클릭하세요.  5   화면 설명을 따르세요.  10  프린트 헤드 정렬 프린트 조작부에서 정렬하기 1 프린트 헤드 청소 또는 정렬을 위해 사용하지 않은 일반용지 입력  용지함에 넣으세요. 2   프린터 조작부에서  (전원 버튼)을 누른 상태에서  (다시 시 작) 버튼을 3 회 누릅니다. EWS(내장 웹 서버)에서 정렬하기 1 프린트 헤드 청소 또는 정렬을 위해 사용하지 않은 일반용지 입력  용지함에 넣으세요. 2   EWS(내장 웹 서버)를 여세요.(""프린터 관리 도구"" 57쪽 참조) 3   도구 탭을 클릭한 후 유틸리티 섹션의 인쇄 품질 도구 상자를 클릭 하세요.  4   프린트 정렬을 선택한 후 화면 설명을 따르세요.  ']",674
46,청소하기,"['청소하기 47 6. 카트리지 및 유지보수 도구상자에서 정렬하기 1 프린트 헤드 청소 또는 정렬을 위해 사용하지 않은 일반용지 입력  용지함에 넣으세요. 2   프린터 길잡이를 여세요.(""프린터 관리 도구"" 57쪽 참조) 3   인쇄에 프린터 유지 관리를 여세요. 4   장치 서비스 탭에서 프린트 헤드 정렬의 왼쪽 아이콘을 클릭하세요.  5   화면 설명을 따르세요.  ']",196
47,7. 네트워크 설정,"7.  네트워크 설정 이 장에서는 네트워크 환경에서 프린터를 설정하여 사용할 수 있도록 도와줍니다. • 무선 네트워크 프린터 설정 49 • 네트워크 설정 변경 53 • Wi-Fi Direct 사용 54   네트워크 프린터 연결 시 문제가 발생하면 ""네트워크 문제""를 참조하세요.    ",129
